experiment,geometry,cluster_size,rho,nominal_breadth,launch_target_per_3y,service_probability,service_half_width,mean_launches_per_3y,variance_launches_per_3y,effective_breadth,n_runs
E8_launch_service,MSOG trios,3,0.25,47,3,0.968616,0.0006834646136274512,7.092144,7.435187224012888,38.06657334176263,250000
E8_launch_service,MSOG trios,3,0.25,48,1,0.99906,0.00012012842398433768,7.243196,7.619722184472735,38.74280070778773,250000
E8_launch_service,MSOG trios,3,0.25,48,2,0.992604,0.0003358710165837727,7.243196,7.619722184472735,38.74280070778773,250000
E8_launch_service,MSOG trios,3,0.25,48,3,0.971728,0.0006497356426481942,7.243196,7.619722184472735,38.74280070778773,250000
E8_launch_service,MSOG trios,3,0.25,49,1,0.999184,0.00011193190157574468,7.393636,7.743605673926699,39.72596151395246,250000
E8_launch_service,MSOG trios,3,0.25,49,2,0.99356,0.0003135638947215703,7.393636,7.743605673926699,39.72596151395246,250000
E8_launch_service,MSOG trios,3,0.25,49,3,0.97486,0.00061367697530424,7.393636,7.743605673926699,39.72596151395246,250000
E8_launch_service,MSOG trios,3,0.25,50,1,0.999276,0.00010543822315419009,7.543872,7.905242868587467,40.51532289996537,250000
E8_launch_service,MSOG trios,3,0.25,50,2,0.994392,0.0002927311105487587,7.543872,7.905242868587467,40.51532289996537,250000
E8_launch_service,MSOG trios,3,0.25,50,3,0.977424,0.0005823057311719284,7.543872,7.905242868587467,40.51532289996537,250000
