experiment,strategy,rho_true,cannibalization_true,loe_year,acceleration_years,rnd_cost_synergy,capacity_profile,risk_policy_profile,assumed_value_choice,true_value_oracle,eNPV_regret_usd_m,P5_regret_usd_m,governance_choice_under_independence_additivity,governance_oracle_under_truth,wrong_governance_choice,selected_true_capacity_breach_probability,oracle_capacity_breach_probability,incremental_capacity_breach_probability,value_selected_true_capacity_breach_probability,value_selected_incremental_breach_vs_diversified,value_selected_true_P5_NPV_usd_m,value_selected_P5_shortfall_vs_diversified_usd_m,concentrated_true_P5_NPV_usd_m,diversified_P5_NPV_usd_m,concentrated_true_eNPV_usd_m,diversified_eNPV_usd_m,n_runs
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,high,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.1,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.07723,0.07723,0.0,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,796.7592420308566,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,no feasible action,True,0.06055,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.2,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.06055,0.06055,0.0,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,891.8810612503827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,no feasible action,True,0.04954,,,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.1,18.0,1.5,0.3,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.04954,0.04954,0.0,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,987.0028804699084,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,high,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.0,high,growth,concentrated,concentrated,0.0,0.0,concentrated,diversified,True,0.10094,0.09533,0.005610000000000004,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,515.0939512597752,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,high,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.1,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.07723,0.07723,0.0,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,610.2157704793011,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,no feasible action,True,0.06055,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.2,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.06055,0.06055,0.0,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,705.337589698827,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,no feasible action,True,0.04954,,,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.25,18.0,1.5,0.3,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.04954,0.04954,0.0,0.04954,-0.04579,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,800.4594089183529,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,low,preservation,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,low,balanced,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,low,growth,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.58846,0.18864999999999998,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,base,preservation,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,base,balanced,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,base,growth,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,high,preservation,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,high,balanced,concentrated,diversified,299.6466941685437,336.44321934047093,no feasible action,no feasible action,False,,,,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.0,high,growth,concentrated,diversified,299.6466941685437,336.44321934047093,concentrated,diversified,True,0.10094,0.09533,0.005610000000000004,0.10094,0.005610000000000004,-1484.6890007309323,336.44321934047093,-1484.6890007309323,-1148.2457813904614,204.18816534051567,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,low,preservation,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,low,balanced,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,low,growth,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.58179,0.18198000000000003,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,base,preservation,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,base,balanced,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,base,growth,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,high,preservation,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,high,balanced,concentrated,diversified,204.52487494901777,216.20695770893644,no feasible action,no feasible action,False,,,,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.1,high,growth,concentrated,diversified,204.52487494901777,216.20695770893644,concentrated,diversified,True,0.07723,0.09533,-0.018100000000000005,0.07723,-0.018100000000000005,-1364.4527390993978,216.20695770893644,-1364.4527390993978,-1148.2457813904614,299.3099845600416,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,low,preservation,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,low,balanced,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,low,growth,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.58118,0.18137000000000003,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,base,preservation,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,base,balanced,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,base,growth,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,high,preservation,concentrated,diversified,109.40305572949188,74.9603691156085,no feasible action,no feasible action,False,,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,high,balanced,concentrated,diversified,109.40305572949188,74.9603691156085,concentrated,no feasible action,True,0.06055,,,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.2,high,growth,concentrated,diversified,109.40305572949188,74.9603691156085,concentrated,diversified,True,0.06055,0.09533,-0.03478,0.06055,-0.03478,-1223.20615050607,74.9603691156085,-1223.20615050607,-1148.2457813904614,394.4318037795675,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,low,preservation,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,low,balanced,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,low,growth,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57867,0.17886000000000002,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,base,preservation,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,base,balanced,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
E7,Parallel PIAP,0.6,0.5,18.0,1.5,0.3,base,growth,concentrated,diversified,14.281236509965993,0.0,no feasible action,no feasible action,False,,,,0.57556,0.20165999999999995,-1081.9595619127424,0.0,-1081.9595619127424,-1148.2457813904614,489.55362299909336,503.83485950905936,100000
